title,imdb_id,imdb_url,imdb_score,budget_in_millions,month_of_release,year_of_release,duration_in_hours,main_lang,total_number_languages,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor2_name,main_actor2_is_female,main_actor3_name,main_actor3_is_female,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
Batman Returns,tt0103776,http://www.imdb.com/title/tt0103776/,7,80,6,1992,2.1,English,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Keaton,0,Danny DeVito,0,Michelle Pfeiffer,1,11,Tim Burton,0,1,Tim Burton,2,Chris Lebenzon,PolyGram Filmed Entertainment,2,United Kingdom,2
Batman: Gotham Knight,tt1117563,http://www.imdb.com/title/tt1117563/,6.9,3.5,7,2008,1.25,English,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Conroy,0,Gary Dourdan,0,Jason Marsden,0,20,Yasuhiro Aoki,0,6,none,0,none,DC Comics,4,United States of America,1
Battle Beyond the Stars,tt0080421,http://www.imdb.com/title/tt0080421/,5.4,2,9,1980,1.733333333,English,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Thomas,0,Robert Vaughn,0,John Saxon,0,15,Jimmy T. Murakami,0,1,Ed Carlin,1,R.J. Kizer,New World Pictures,1,United States of America,1
Battle for the Planet of the Apes,tt0069768,http://www.imdb.com/title/tt0069768/,5.4,1.7,6,1973,1.55,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Roddy McDowall,0,Natalie Trundy,1,Austin Stoker,0,17,J. Lee Thompson,0,1,Arthur P. Jacobs,1,Alan Jaggs,Twentieth Century Fox Film Corporation,2,United States of America,1
Battle in Seattle,tt0850253,http://www.imdb.com/title/tt0850253/,6.8,8,9,2007,1.65,English,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martin Henderson,0,Michelle Rodriguez,1,Woody Harrelson,0,16,Stuart Townsend,0,1,none,0,none,Insight Film Studios,3,United States of America,1
Battle of Britain,tt0064072,http://www.imdb.com/title/tt0064072/,7,12,9,1969,2.2,Deutsch,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Harry Andrews,0,Michael Caine,0,Trevor Howard,0,34,Guy Hamilton,0,1,Harry Saltzman,2,Bert Bates,Spitfire Productions,1,United Kingdom,1
Battle of the Year,tt1532958,http://www.imdb.com/title/tt1532958/,4.8,20,9,2013,1.833333333,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Josh Holloway,0,Josh Peck,0,Chris Brown,0,13,Benson Lee,0,1,Beau Flynn,3,Alessandra Carlino,Screen Gems,1,United States of America,1
Be Cool,tt0377471,http://www.imdb.com/title/tt0377471/,5.6,53,3,2005,1.966666667,English,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Travolta,0,Uma Thurman,1,Vince Vaughn,0,59,F. Gary Gray,0,1,Danny DeVito,4,Sheldon Kahn,Double Feature Films,4,United States of America,1
Bean,tt0118689,http://www.imdb.com/title/tt0118689/,6.2,18,7,1997,1.416666667,English,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rowan Atkinson,0,Peter MacNicol,0,John Mills,0,16,Mel Smith,0,1,Peter Bennett-Jones,3,Chris Blunden,Tiger Aspect Productions,3,United Kingdom,2
Beastly,tt1152398,http://www.imdb.com/title/tt1152398/,5.5,17,1,2011,1.433333333,English,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alex Pettyfer,0,Vanessa Hudgens,1,Mary-Kate Olsen,1,21,Daniel Barnz,0,1,none,0,none,CBS Films,3,United States of America,1
Beastmaster 2: Through the Portal of Time,tt0101412,http://www.imdb.com/title/tt0101412/,3.6,6,6,1991,1.783333333,English,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marc Singer,0,Kari Wuhrer,1,Sarah Douglas,1,23,Sylvio Tabet,0,1,Sylvio Tabet,1,Adam Bernardi,Les Films 21,2,United States of America,1
Beauty and the Beast,tt0101414,http://www.imdb.com/title/tt0101414/,8.1,25,11,1991,1.4,Français,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paige OHara,1,Robby Benson,0,Richard White,0,20,Gary Trousdale,0,2,Don Hahn,2,John Carnochan,Walt Disney Pictures,3,United States of America,1
Beavis and Butt-Head Do America,tt0115641,http://www.imdb.com/title/tt0115641/,6.7,12,12,1996,1.35,Český,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Judge,0,Bruce Willis,0,Demi Moore,1,15,Mike Judge,0,1,Mike Judge,2,none,Paramount Pictures,3,United States of America,1
Because of Winn-Dixie,tt0317132,http://www.imdb.com/title/tt0317132/,6.3,14,2,2005,1.766666667,English,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff Daniels,0,AnnaSophia Robb,1,Cicely Tyson,1,15,Wayne Wang,0,1,none,0,none,Twentieth Century Fox Film Corporation,1,United States of America,1
Becoming Jane,tt0416508,http://www.imdb.com/title/tt0416508/,7.1,16.5,3,2007,2,English,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Anne Hathaway,1,James McAvoy,0,Julie Walters,1,18,Julian Jarrold,0,1,Graham Broadbent,3,none,Ecosse Films,3,United Kingdom,2
Bedazzled,tt0230030,http://www.imdb.com/title/tt0230030/,5.9,48,10,2000,1.55,English,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Elizabeth Hurley,1,Brendan Fraser,0,Frances OConnor,1,11,Harold Ramis,0,1,Harold Ramis,4,Craig Herring,Twentieth Century Fox Film Corporation,3,United States of America,1
Bedknobs and Broomsticks,tt0066817,http://www.imdb.com/title/tt0066817/,7,20,10,1971,1.95,English,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angela Lansbury,1,David Tomlinson,0,Roddy McDowall,0,15,Robert Stevenson,0,1,Bill Walsh,1,Cotton Warburton,Walt Disney Productions,1,United States of America,1
Bedtime Stories,tt0960731,http://www.imdb.com/title/tt0960731/,6.1,80,12,2008,1.65,English,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Sandler,0,Keri Russell,1,Guy Pearce,0,71,Adam Shankman,0,1,none,0,none,Walt Disney Pictures,3,United States of America,1
Beerfest,tt0486551,http://www.imdb.com/title/tt0486551/,6.3,17.5,8,2006,1.833333333,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erik Stolhanske,0,Jay Chandrasekhar,0,Steve Lemme,0,26,Jay Chandrasekhar,0,1,Bill Gerber,3,Lee Haxall,Broken Lizard Industries,1,United States of America,1
Beethovens 2nd,tt0106375,http://www.imdb.com/title/tt0106375/,4.6,15,12,1993,1.483333333,English,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Charles Grodin,0,Bonnie Hunt,1,Nicholle Tom,1,9,Rod Daniel,0,1,Michael C. Gross,2,William D. Gordean,Universal Pictures,2,United States of America,1
Beetlejuice,tt0094721,http://www.imdb.com/title/tt0094721/,7.4,15,2,1988,1.533333333,English,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geena Davis,1,Alec Baldwin,0,Winona Ryder,1,28,Tim Burton,0,1,Michael Bender,3,Jane Kurson,"Geffen Company, The",2,United States of America,1
Before Midnight,tt2209418,http://www.imdb.com/title/tt2209418/,8,3,4,2013,1.8,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ethan Hawke,0,Julie Delpy,1,Seamus Davey-Fitzpatrick,0,17,Richard Linklater,0,1,Richard Linklater,3,Sandra Adair,Castle Rock Entertainment,4,Greece,2
Before Sunrise,tt0112471,http://www.imdb.com/title/tt0112471/,8.1,2.5,1,1995,1.75,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ethan Hawke,0,Julie Delpy,1,Andrea Eckert,1,27,Richard Linklater,0,1,Anne Walker-McBay,1,Sandra Adair,Detour Film Production,1,Austria,3
Before Sunset,tt0381681,http://www.imdb.com/title/tt0381681/,8.1,2.7,2,2004,1.333333333,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ethan Hawke,0,Julie Delpy,1,Vernon Dobtcheff,0,10,Richard Linklater,0,1,Richard Linklater,2,Sandra Adair,Castle Rock Entertainment,3,United States of America,1
Beginners,tt1532503,http://www.imdb.com/title/tt1532503/,7.2,3.2,9,2010,1.75,English,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ewan McGregor,0,Christopher Plummer,0,Mélanie Laurent,1,31,Mike Mills,0,1,Leslie Urdang,5,Olivier Bugge Coutté,Parts and Labor,3,United States of America,1
Behind Enemy Lines,tt0159273,http://www.imdb.com/title/tt0159273/,6.4,40,11,2001,1.766666667,Český,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Owen Wilson,0,Gene Hackman,0,Gabriel Macht,0,19,John Moore,0,1,John Davis,1,Paul Martin Smith,Twentieth Century Fox Film Corporation,2,United States of America,1
Behind the Candelabra,tt1291580,http://www.imdb.com/title/tt1291580/,7.1,23,5,2013,1.966666667,English,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Michael Douglas,0,Matt Damon,0,Rob Lowe,0,108,Steven Soderbergh,0,1,Michael Polaire,3,Steven Soderbergh,Jerry Weintraub Productions,2,United States of America,1
Being John Malkovich,tt0120601,http://www.imdb.com/title/tt0120601/,7.8,13,9,1999,1.866666667,English,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Cusack,0,Cameron Diaz,1,Catherine Keener,1,17,Spike Jonze,0,1,Steve Golin,4,Eric Zumbrunnen,Gramercy Pictures,3,United States of America,1
Ben-Hur,tt0052618,http://www.imdb.com/title/tt0052618/,8.2,15,12,1959,3.533333333,English,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charlton Heston,0,Jack Hawkins,0,Haya Harareet,1,57,William Wyler,0,1,William Wyler,2,John D. Dunning,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Ben-Hur: A Tale of the Christ,tt0016641,http://www.imdb.com/title/tt0016641/,8.1,3.9,12,1925,2.383333333,English,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ramon Novarro,0,Francis X. Bushman,0,May McAvoy,1,14,Fred Niblo,0,5,J.J. Cohn,4,Lloyd Nosler,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Bend It Like Beckham,tt0286499,http://www.imdb.com/title/tt0286499/,6.7,3.500159,4,2002,1.866666667,English,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Parminder Nagra,1,Keira Knightley,1,Jonathan Rhys Meyers,0,13,Gurinder Chadha,1,1,Deepak Nayar,3,Justin Krish,Fox Searchlight Pictures,4,India,4
Beneath Hill 60,tt1418646,http://www.imdb.com/title/tt1418646/,7,7.347125,4,2010,2.033333333,English,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Brendan Cowell,0,Harrison Gilbertson,0,Steve Le Marquand,0,17,Jeremy Sims,0,1,Bill Leimbach,1,Dany Cooper,New South Wales Film & Television Office,5,Australia,1
Beneath the Planet of the Apes,tt0065462,http://www.imdb.com/title/tt0065462/,6.1,3,5,1970,1.583333333,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,James Franciscus,0,Kim Hunter,1,Maurice Evans,0,16,Ted Post,0,1,Arthur P. Jacobs,1,Marion Rothman,Twentieth Century Fox Film Corporation,2,United States of America,1
Beowulf,tt0120604,http://www.imdb.com/title/tt0120604/,3.9,20,4,1999,1.583333333,English,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christopher Lambert,0,Rhona Mitra,1,Oliver Cotton,0,9,Graham Baker,0,1,Gregory Cascante,2,Roy Watts,CTV International,1,United States of America,2
Beowulf,tt0442933,http://www.imdb.com/title/tt0442933/,6.3,70,11,2007,1.916666667,English,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Winstone,0,Angelina Jolie,1,Anthony Hopkins,0,30,Robert Zemeckis,0,1,Jack Rapke,6,Jeremiah ODriscoll,Paramount Pictures,4,United States of America,1
Beverly Hills Cop,tt0086960,http://www.imdb.com/title/tt0086960/,7.3,15,11,1984,1.75,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eddie Murphy,0,Judge Reinhold,0,John Ashton,0,18,Martin Brest,0,1,Jerry Bruckheimer,2,Arthur Coburn,Paramount Pictures,2,United States of America,1
Beverly Hills Cop II,tt0092644,http://www.imdb.com/title/tt0092644/,6.4,20,5,1987,1.666666667,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eddie Murphy,0,Judge Reinhold,0,John Ashton,0,27,Tony Scott,0,1,Jerry Bruckheimer,2,Chris Lebenzon,Paramount Pictures,3,United States of America,1
Beverly Hills Cop III,tt0109254,http://www.imdb.com/title/tt0109254/,5.4,50,5,1994,1.733333333,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eddie Murphy,0,Judge Reinhold,0,Héctor Elizondo,0,23,John Landis,0,1,Mace Neufeld,2,Dale Beldin,Paramount Pictures,2,United States of America,1
Bewitched,tt0374536,http://www.imdb.com/title/tt0374536/,4.8,85,6,2005,1.7,English,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Nicole Kidman,1,Will Ferrell,0,Shirley MacLaine,1,19,Nora Ephron,1,1,Douglas Wick,4,Tia Nolan,Columbia Pictures Corporation,3,United States of America,1
Beyond a Reasonable Doubt,tt1183251,http://www.imdb.com/title/tt1183251/,5.8,25,2,2009,1.75,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Michael Douglas,0,Jesse Metcalfe,0,Amber Tamblyn,1,35,Peter Hyams,0,1,none,0,Jeff Gullo,Aramid Entertainment Fund,6,United States of America,1
Beyond Borders,tt0294357,http://www.imdb.com/title/tt0294357/,6.4,35,10,2003,2.116666667,English,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Angelina Jolie,1,Clive Owen,0,Teri Polo,1,50,Martin Campbell,0,1,Dan Halsted,5,Nicholas Beauman,Mandalay Pictures,5,Germany,2
Beyond the Mat,tt0218043,http://www.imdb.com/title/tt0218043/,7.6,2.053648,10,1999,1.7,English,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mick Foley,0,Terry Funk,0,Vince McMahon,0,15,Barry W. Blaustein,0,1,Brian Grazer,3,none,Imagine Entertainment,3,United States of America,1
Beyond the Sea,tt0363473,http://www.imdb.com/title/tt0363473/,6.7,23,12,2004,1.966666667,English,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Kevin Spacey,0,Kate Bosworth,1,John Goodman,0,8,Kevin Spacey,0,1,Jan Fantl,2,Trevor Waite,Lionsgate,1,Germany,3
Bicentennial Man,tt0182789,http://www.imdb.com/title/tt0182789/,6.7,100,12,1999,2.183333333,English,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Robin Williams,0,Sam Neill,0,Embeth Davidtz,1,17,Chris Columbus,0,1,none,0,Neil Travis,Laurence Mark Productions,5,Germany,2
Bienvenue chez les chtis,tt1064932,http://www.imdb.com/title/tt1064932/,7.1,11,1,2008,1.766666667,Français,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kad Merad,0,Dany Boon,0,Zoé Félix,1,14,Dany Boon,0,2,Claude Berri,3,Luc Barnier,Centre National de la Cinématographie,9,France,1
Big,tt0094737,http://www.imdb.com/title/tt0094737/,7.3,18,6,1988,1.733333333,English,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks,0,Elizabeth Perkins,1,Robert Loggia,0,15,Penny Marshall,1,1,James L. Brooks,2,Barry Malkin,Gracie Films,3,United States of America,1
Big Daddy,tt0142342,http://www.imdb.com/title/tt0142342/,6.4,34.2,6,1999,1.55,English,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Sandler,0,Joey Lauren Adams,1,Kristy Swanson,1,20,Dennis Dugan,0,1,Sid Ganis,2,Jeff Gourson,Columbia Pictures,1,United States of America,1
Big Mommas House,tt0208003,http://www.imdb.com/title/tt0208003/,5,30,5,2000,1.633333333,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martin Lawrence,0,Nia Long,1,Paul Giamatti,0,6,Raja Gosnell,0,1,David T. Friendly,2,Kent Beyda,Twentieth Century Fox Film Corporation,2,Germany,2
"Big Mommas: Like Father, Like Son",tt1464174,http://www.imdb.com/title/tt1464174/,4.2,32,2,2011,1.783333333,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martin Lawrence,0,Brandon T. Jackson,0,Portia Doubleday,1,10,John Whitesell,0,1,David T. Friendly,2,Priscilla Nedd-Friendly,Twentieth Century Fox Film Corporation,7,United States of America,1
Big Trouble,tt0246464,http://www.imdb.com/title/tt0246464/,6.5,40,4,2002,1.416666667,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Tim Allen,0,Rene Russo,1,Patrick Warburton,0,33,Barry Sonnenfeld,0,1,Barry Sonnenfeld,1,Steven Weisberg,Touchstone Pictures,1,United States of America,1
Big Trouble in Little China,tt0090728,http://www.imdb.com/title/tt0090728/,7.3,25,5,1986,1.65,广州话 / 廣州話,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurt Russell,0,Kim Cattrall,1,Dennis Dun,0,46,John Carpenter,0,1,Larry J. Franco,3,Mark Warner,Twentieth Century Fox Film Corporation,2,United States of America,1
Big Wednesday,tt0077235,http://www.imdb.com/title/tt0077235/,7.3,11,5,1978,2,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jan-Michael Vincent,0,William Katt,0,Gary Busey,0,11,John Milius,0,1,Buzz Feitshans,1,Carroll Timothy OMeara,A-Team,1,United States of America,1
Bill & Teds Excellent Adventure,tt0096928,http://www.imdb.com/title/tt0096928/,6.9,10,2,1989,1.5,English,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Keanu Reeves,0,Alex Winter,0,George Carlin,0,22,Stephen Herek,0,1,Scott Kroopf,3,Larry Bock,Orion Pictures,1,United States of America,1
Billu,tt1230448,http://www.imdb.com/title/tt1230448/,6,5.75,2,2009,2.283333333,हिन्दी,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Irrfan Khan,0,Shah Rukh Khan,0,Lara Dutta,1,12,Priyadarshan,0,1,Gauri Khan,1,Arun Kumar Aravind,Red Chillies Entertainment,2,India,1
Billy Elliot,tt0249462,http://www.imdb.com/title/tt0249462/,7.7,5,5,2000,1.833333333,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jamie Bell,0,Julie Walters,1,Jean Heywood,1,17,Stephen Daldry,0,1,Greg Brenman,6,John Wilson,BBC Films,6,France,2
Bio-Dome,tt0115683,http://www.imdb.com/title/tt0115683/,4.3,15,1,1996,1.466666667,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pauly Shore,0,Stephen Baldwin,0,Joey Lauren Adams,1,12,Jason Bloom,0,1,Brad Krevoy,3,Christopher Greenbury,Metro-Goldwyn-Mayer (MGM),4,United States of America,1
Bird on a Wire,tt0099141,http://www.imdb.com/title/tt0099141/,5.8,20,5,1990,1.833333333,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mel Gibson,0,Goldie Hawn,1,Joan Severance,1,13,John Badham,0,1,Rob Cohen,1,Dallas Puett,Universal Pictures,3,United States of America,1
Birdman of Alcatraz,tt0055798,http://www.imdb.com/title/tt0055798/,7.8,2.65,7,1962,2.45,English,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burt Lancaster,0,Karl Malden,0,Thelma Ritter,1,49,John Frankenheimer,0,1,Guy Trosper,2,Edward Mann,Norma Productions,1,United States of America,1
Birdy,tt0086969,http://www.imdb.com/title/tt0086969/,7.3,12,12,1984,2,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matthew Modine,0,Nicolas Cage,0,John Harkins,0,5,Alan Parker,0,1,Alan Marshall,1,Gerry Hambling,TriStar Pictures,1,United States of America,1
Birth,tt0337876,http://www.imdb.com/title/tt0337876/,6,20,9,2004,1.666666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Nicole Kidman,1,Cameron Bright,0,Danny Huston,0,10,Jonathan Glazer,0,1,Jean-Louis Piel,3,Claus Wehlisch,Fine Line Features,5,France,4
Birthday Girl,tt0188453,http://www.imdb.com/title/tt0188453/,6.1,13,9,2001,1.55,English,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nicole Kidman,1,Ben Chaplin,0,Vincent Cassel,0,20,Jez Butterworth,0,1,Steve Butterworth,2,Christopher Tellefsen,HAL Films,3,United Kingdom,2
Bite the Bullet,tt0072705,http://www.imdb.com/title/tt0072705/,6.8,4,9,1975,2.2,English,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gene Hackman,0,Candice Bergen,1,James Coburn,0,12,Richard Brooks,0,1,Richard Brooks,1,George Grenville,Columbia Pictures Corporation,3,United States of America,1
Bitka na Neretvi,tt0064091,http://www.imdb.com/title/tt0064091/,7.3,12,10,1969,2.416666667,Bosanski,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Orson Welles,0,Yul Brynner,0,Curd Jürgens,0,10,Veljko Bulajić,0,1,none,0,none,Jadran Film,7,Croatia,6
Bitter Moon,tt0104779,http://www.imdb.com/title/tt0104779/,7.1,5,9,1992,2.316666667,Français,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Hugh Grant,0,Kristin Scott Thomas,1,Emmanuelle Seigner,1,13,Roman Polanski,0,1,Roman Polanski,1,Hervé de Luze,Fine Line Features,6,France,3
Black Dynamite,tt1190536,http://www.imdb.com/title/tt1190536/,7.4,2.9,10,2009,1.5,English,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Jai White,0,Arsenio Hall,0,Tommy Davidson,0,29,Scott Sanders,0,1,Jenny Wiener Steingart,2,Adrian Younge,Destination Films,4,United States of America,1
Black Hawk Down,tt0265086,http://www.imdb.com/title/tt0265086/,7.7,92,12,2001,2.4,English,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Josh Hartnett,0,Ewan McGregor,0,Jason Isaacs,0,34,Ridley Scott,0,1,Jerry Bruckheimer,2,Pietro Scalia,Jerry Bruckheimer Films,3,United Kingdom,2
Black Narcissus,tt0039192,http://www.imdb.com/title/tt0039192/,8,0.424,1,1947,1.666666667,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deborah Kerr,1,David Farrar,0,Flora Robson,1,14,Emeric Pressburger,0,2,Emeric Pressburger,3,Reginald Mills,The Archers,1,United Kingdom,1
Black Swan,tt0947798,http://www.imdb.com/title/tt0947798/,8.1,13,12,2010,1.8,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Natalie Portman,1,Mila Kunis,1,Vincent Cassel,0,29,Darren Aronofsky,0,1,Scott Franklin,7,Andrew Weisblum,Fox Searchlight Pictures,4,United States of America,1
Blade,tt0120611,http://www.imdb.com/title/tt0120611/,7.1,45,8,1998,2,Pусский,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wesley Snipes,0,Stephen Dorff,0,Kris Kristofferson,0,48,Stephen Norrington,0,1,Peter Frankfurt,3,Paul Rubell,New Line Cinema,4,United States of America,1
Blade II,tt0187738,http://www.imdb.com/title/tt0187738/,6.7,54,3,2002,1.95,Český,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Wesley Snipes,0,Kris Kristofferson,0,Ron Perlman,0,48,Guillermo del Toro,0,1,Peter Frankfurt,3,Peter Amundson,New Line Cinema,8,Germany,2
Blade Runner,tt0083658,http://www.imdb.com/title/tt0083658/,8.3,28,6,1982,1.95,English,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Harrison Ford,0,Rutger Hauer,0,Sean Young,1,18,Ridley Scott,0,1,Michael Deeley,1,Marsha Nakashima,Shaw Brothers,3,United States of America,3
Blade: Trinity,tt0359013,http://www.imdb.com/title/tt0359013/,5.9,65,12,2004,2.05,Esperanto,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wesley Snipes,0,Kris Kristofferson,0,Dominic Purcell,0,20,David S. Goyer,0,1,Peter Frankfurt,4,Conrad Smart,New Line Cinema,6,United States of America,1
Blades of Glory,tt0445934,http://www.imdb.com/title/tt0445934/,6.4,53,3,2007,1.55,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Will Ferrell,0,Jon Heder,0,Will Arnett,0,29,Josh Gordon,0,2,Peter Kohn,7,Richard Pearson,DreamWorks,1,United States of America,1
